study,study_id,cohort,measure,units,timepoint,timepoint_median,timepoint_range,timepoint_iqr,timepoint_sd,n_timepoints,inj_med,inj_iqr,inj_range,noninj_med,noninj_iqr,noninj_range,lsi_med,lsi_iqr,lsi_range,notes,graft_group,timepoint_mean,acl_n,female,inj_mean,inj_sd,noninj_mean,noninj_sd,lsi_mean,lsi_sd,group,graft,group_indep,group_indep_notes,timepoint_combo,combination_notes,ri,yi,vi,sei,zi,pval,ci.lb,ci.ub
Barnett 2020,#3474,Barnett 2020,quad mvic 90 hhd,lsi,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,12,62,37,NA,NA,NA,NA,0.9639032258064516,0.08644124502737453,Male + Female,Bridge Enhanced ACL Repair (BEAR),NA,NA,NA,NA,0.85,-0.03676437757840211,1.297129899239859e-4,0.011389161072001129,-3.2280145434752763,0.001246526364940989,-0.059086723093649915,-0.014442032063154309
Barnett 2020,#3474,Barnett 2020,quad mvic 90 hhd,lsi,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,24,59,37,NA,NA,NA,NA,1.0015254237288136,0.12249938155117684,Male + Female,Bridge Enhanced ACL Repair (BEAR),NA,NA,NA,NA,0.85,0.001524261451863807,2.535664695632469e-4,0.01592377058247345,0.09572239464071972,0.9237410542186096,-0.029685755387862556,0.03273427829159017
Barnett 2020,#3474,Barnett 2020,hs mvic 90 hhd,lsi,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,6,64,37,NA,NA,NA,NA,0.931109375,0.23612998284759004,Male + Female,Bridge Enhanced ACL Repair (BEAR),NA,NA,NA,NA,0.85,-0.07137852740243854,0.001004895492788256,0.031700086636920345,-2.251682407684831,0.02434234917481411,-0.13350955551760185,-0.009247499287275224
Barnett 2020,#3474,Barnett 2020,hs mvic 90 hhd,lsi,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,12,62,37,NA,NA,NA,NA,0.9637258064516129,0.16711644799947706,Male + Female,Bridge Enhanced ACL Repair (BEAR),NA,NA,NA,NA,0.85,-0.0369484579718499,4.849977523321336e-4,0.022022664514815948,-1.6777469387045556,0.09339651187346744,-0.08011208726449742,0.006215171320797616
Barnett 2020,#3474,Barnett 2020,hs mvic 90 hhd,lsi,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,24,59,37,NA,NA,NA,NA,0.9757457627118643,0.26565518182088516,Male + Female,Bridge Enhanced ACL Repair (BEAR),NA,NA,NA,NA,0.85,-0.024553215526932702,0.001256351676378547,0.03544505150763005,-0.692712084834953,0.48849025359684023,-0.09402423991205472,0.04491780885818932
Barnett 2020,#3474,Barnett 2020,single hop,lsi,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,6,52,37,NA,NA,NA,NA,0.857153846153846,0.17280703106331366,Male + Female,Bridge Enhanced ACL Repair (BEAR),NA,NA,NA,NA,0.85,-0.15413785939662,7.816312557265807e-4,0.027957668996656013,-5.513258613050189,3.522500431382038e-8,-0.20893388372175786,-0.09934183507148216
Barnett 2020,#3474,Barnett 2020,single hop,lsi,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,12,52,37,NA,NA,NA,NA,0.9252115384615385,0.14176082267201173,Male + Female,Bridge Enhanced ACL Repair (BEAR),NA,NA,NA,NA,0.85,-0.07773287738664587,4.514680545980345e-4,0.021247777639038734,-3.658400361072424,2.537943721779672e-4,-0.11937775631067729,-0.03608799846261446
Barnett 2020,#3474,Barnett 2020,single hop,lsi,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,24,42,37,NA,NA,NA,NA,0.9414285714285714,0.13045345733102182,Male + Female,Bridge Enhanced ACL Repair (BEAR),NA,NA,NA,NA,0.85,-0.060356800540897496,4.5717992001844093e-4,0.02138176606406592,-2.8228164296649383,0.004760381977701852,-0.10226429195232745,-0.018449309129467552
Barnett 2020,#3474,Barnett 2020,triple hop,lsi,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,6,47,37,NA,NA,NA,NA,0.9058085106382979,0.07776738958275628,Male + Female,Bridge Enhanced ACL Repair (BEAR),NA,NA,NA,NA,0.85,-0.09892735218954839,1.5682828414517033e-4,0.01252311000291742,-7.899583423486816,2.7983709274197606e-15,-0.12347219676969982,-0.07438250760939695
Barnett 2020,#3474,Barnett 2020,triple hop,lsi,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,12,52,37,NA,NA,NA,NA,0.9235769230769231,0.10886911482553684,Male + Female,Bridge Enhanced ACL Repair (BEAR),NA,NA,NA,NA,0.85,-0.07950118765530466,2.6721442215101986e-4,0.016346694532871773,-4.863441198796168,1.1536230772824326e-6,-0.11154012020601113,-0.047462255104598186
Barnett 2020,#3474,Barnett 2020,triple hop,lsi,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,24,41,37,NA,NA,NA,NA,0.9445121951219513,0.0975147737399876,Male + Female,Bridge Enhanced ACL Repair (BEAR),NA,NA,NA,NA,0.85,-0.05708668040137541,2.599811369587659e-4,0.016123930567909485,-3.5404940601140824,3.993786251813164e-4,-0.08868900360370247,-0.025484357199048367
Barnett 2020,#3474,Barnett 2020,6m timed hop,lsi,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,6,50,37,NA,NA,NA,NA,1.0788,0.17234345159048675,Male + Female,Bridge Enhanced ACL Repair (BEAR),NA,NA,NA,NA,0.85,0.07584931228343783,5.104317646043918e-4,0.02259273698789927,3.357243185013968,7.872383868808857e-4,0.031568361474969324,0.12013026309190633
Barnett 2020,#3474,Barnett 2020,6m timed hop,lsi,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,12,52,37,NA,NA,NA,NA,1.052403846153846,0.16570293045503945,Male + Female,Bridge Enhanced ACL Repair (BEAR),NA,NA,NA,NA,0.85,0.05107692482749921,4.7675162402557495e-4,0.02183464275012474,2.3392608439727005,0.019321937866534206,0.008281811421956123,0.0938720382330423
Barnett 2020,#3474,Barnett 2020,6m timed hop,lsi,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,24,40,37,NA,NA,NA,NA,1.0449000000000002,0.10547616087448629,Male + Female,Bridge Enhanced ACL Repair (BEAR),NA,NA,NA,NA,0.85,0.0439211870579283,2.547411929053071e-4,0.015960613801019905,2.7518482437762937,0.005925997529085408,0.012638958836776355,0.07520341527908025
Barnett 2020,#3474,Barnett 2020,triple crossover hop,lsi,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,6,44,37,NA,NA,NA,NA,0.9207272727272726,0.07782385108075912,Male + Female,Bridge Enhanced ACL Repair (BEAR),NA,NA,NA,NA,0.85,-0.0825914073965503,1.6237185200309342e-4,0.01274252141466097,-6.481559238466286,9.077951184790187e-11,-0.10756629044151618,-0.05761652435158442
Barnett 2020,#3474,Barnett 2020,triple crossover hop,lsi,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,12,51,37,NA,NA,NA,NA,0.9445294117647058,0.1378004140692148,Male + Female,Bridge Enhanced ACL Repair (BEAR),NA,NA,NA,NA,0.85,-0.05706845248866849,4.1734949952219104e-4,0.020429133596953912,-2.793483738203058,0.005214365069195625,-0.09710881857405537,-0.01702808640328162
Barnett 2020,#3474,Barnett 2020,triple crossover hop,lsi,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,24,39,37,NA,NA,NA,NA,0.9643846153846154,0.0981632945079981,Male + Female,Bridge Enhanced ACL Repair (BEAR),NA,NA,NA,NA,0.85,-0.036265085327648695,2.656642383110225e-4,0.01629920974498526,-2.224959730873228,0.026083941589785355,-0.06821094940428407,-0.004319221251013312
Barnett 2020,#3474,Barnett 2020,hip abd hhd sidely,lsi,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,6,63,37,NA,NA,NA,NA,1.0247142857142857,0.15827996109093945,Male + Female,Bridge Enhanced ACL Repair (BEAR),NA,NA,NA,NA,0.85,0.02441382808898404,3.787090979634929e-4,0.01946044958276897,1.2545356665655343,0.2096473703101328,-0.013727952216200656,0.06255560839416874
Barnett 2020,#3474,Barnett 2020,hip abd hhd sidely,lsi,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,12,61,37,NA,NA,NA,NA,1.037409836065574,0.163312877329497,Male + Female,Bridge Enhanced ACL Repair (BEAR),NA,NA,NA,NA,0.85,0.036727064349221065,4.0626583633633845e-4,0.020156037218072863,1.8221371568162132,0.06843417704536851,-0.0027780426692506494,0.07623217136769278
Barnett 2020,#3474,Barnett 2020,hip abd hhd sidely,lsi,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,24,56,37,NA,NA,NA,NA,1.0530357142857143,0.15300742278912952,Male + Female,Bridge Enhanced ACL Repair (BEAR),NA,NA,NA,NA,0.85,0.051677149277263544,3.770081785822524e-4,0.019416698447013395,2.6614797267561383,0.007779802575849984,0.013621119622442494,0.0897331789320846
Boo 2020,#2769,Boo 2020,single hop,cm,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,5.4,272,48,125.41058823529409,NA,136.60294117647058,NA,0.9175514705882354,0.14279999999999998,Non-dominant leg injuries + Dominant leg injuries,mixed,NA,NA,NA,NA,0.85,-0.08548541788893523,8.904850642723594e-5,0.009436551617367223,-9.058967868263032,1.3169072264350376e-19,-0.10398071919722818,-0.06699011658064227
Bookbinder 2020,#2766,Bookbinder 2020,single hop,cm/cm ,1,NA,NA,NA,25.67,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,26.25,27,20,0.75,0.12,0.8,0.15,0.9465,0.081,ACLR,Mixed,NA,NA,NA,NA,0.85,-0.06453852113757118,3.613425925925928e-4,0.019009013456584033,-3.3951536351413005,6.8590099498136e-4,-0.10179550289411313,-0.027281539381029236
Bookbinder 2020,#2766,Bookbinder 2020,4-jump test,cm,1,NA,NA,NA,25.67,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,26.25,27,20,20.22,4.04,22.48,5.61,0.9258,0.18710000000000002,ACLR,Mixed,NA,NA,NA,NA,0.85,-0.10595381143316501,6.456984680759253e-4,0.02541059755448355,-4.1696702018119245,3.050407372031955e-5,-0.15575766746559433,-0.05614995540073569
Carolan 2020,#2558,Carolan 2020,quad isk con 60,nm/kg,1,NA,NA,NA,0.59,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,9.2,298,0,224,46.64,NA,NA,0.8391,0.1411,Primary ACLR,Mixed,NA,NA,NA,NA,0.85,-0.17542539010611338,9.488778770706689e-5,0.009741036274805001,-18.00890430516594,1.658795826011409e-72,-0.1945174703768294,-0.15633330983539737
Carolan 2020,#2558,Carolan 2020,hs isk con 60,nm/kg,1,NA,NA,NA,0.59,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,9.2,298,0,153.28,29.25,NA,NA,0.9697,0.1374,Primary ACLR,Mixed,NA,NA,NA,NA,0.85,-0.030768533671636483,6.737246076395389e-5,0.00820807290196389,-3.7485697360551837,1.7784588951593293e-4,-0.04685606094196487,-0.014681006401308098
Carolan 2020,#2558,Carolan 2020,vertical hop,cm,1,NA,NA,NA,0.59,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,9.2,298,0,12.14,3.24,NA,NA,0.8540000000000001,0.15310000000000001,Primary ACLR,Mixed,NA,NA,NA,NA,0.85,-0.15782408519356708,1.0784955958181797e-4,0.01038506425506448,-15.197217977404529,3.689607305729177e-52,-0.17817843711062775,-0.1374697332765064
Carolan 2020,#2558,Carolan 2020,single leg drop jump,reactive strength index,1,NA,NA,NA,0.59,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,9.2,298,0,0.35,0.13,NA,NA,0.7719,0.1936,Primary ACLR,Mixed,NA,NA,NA,NA,0.85,-0.25890027102632884,2.1109228451578123e-4,0.014529015263113369,-17.81953328135262,4.985067791834883e-71,-0.28737661767286377,-0.23042392437979392
Cristiani 2020,#2173,Cristiani 2020,quad isk con 90,lsi,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,SD/CI extracted graphically,quad,0.1,160,45,NA,NA,NA,NA,0.7865000000000001,0.12230319243790469,BPTB Standard + BPTB Accelerated + HT Standard + HT Accelerated,mixed,NA,NA,NA,NA,0.85,-0.2401625564838044,1.511325987823683e-4,0.012293599911432302,-19.535576089512055,5.472493851156361e-85,-0.2642575695505565,-0.2160675434170523
Cristiani 2020,#2173,Cristiani 2020,quad isk con 90,lsi,2,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,SD/CI extracted graphically,quad,4,160,45,NA,NA,NA,NA,0.69625,0.13723731293964148,BPTB Standard + BPTB Accelerated + HT Standard + HT Accelerated,mixed,NA,NA,NA,NA,0.85,-0.36204648774064324,2.428253443252753e-4,0.015582854177758171,-23.233644081544572,2.0818993529575287e-119,-0.3925883207053888,-0.3315046547758977
Cristiani 2020,#2173,Cristiani 2020,quad isk con 90,lsi,3,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,SD/CI extracted graphically,quad,6,160,45,NA,NA,NA,NA,0.7702500000000001,0.12561914112249056,BPTB Standard + BPTB Accelerated + HT Standard + HT Accelerated,mixed,NA,NA,NA,NA,0.85,-0.2610401415053596,1.6623721055205435e-4,0.012893300995170102,-20.24618378203895,3.8385014839792536e-91,-0.2863105470977274,-0.23576973591299175
Cristiani 2020,#2173,Cristiani 2020,quad isk con 90,lsi,4,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,SD/CI extracted graphically,quad,8,160,45,NA,NA,NA,NA,0.8295,0.13116313981177416,BPTB Standard + BPTB Accelerated + HT Standard + HT Accelerated,mixed,NA,NA,NA,NA,0.85,-0.18693216935163784,1.5626828479071558e-4,0.012500731370232526,-14.953698612928495,1.4733378072241686e-50,-0.21143315261770362,-0.16243118608557205
Cristiani 2020,#2173,Cristiani 2020,quad isk con 90,lsi,5,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,SD/CI extracted graphically,quad,12,160,45,NA,NA,NA,NA,0.8855,0.11063493909442747,BPTB Standard + BPTB Accelerated + HT Standard + HT Accelerated,mixed,NA,NA,NA,NA,0.85,-0.12160282175924887,9.75635262103422e-5,0.009877425079966043,-12.311186445330843,7.885537360278569e-35,-0.14096221917597498,-0.10224342434252276
Cristiani 2020,#2173,Cristiani 2020,quad isk con 90,lsi,6,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,SD/CI extracted graphically,quad,24,160,45,NA,NA,NA,NA,0.9255,0.10949544231059324,BPTB Standard + BPTB Accelerated + HT Standard + HT Accelerated,mixed,NA,NA,NA,NA,0.85,-0.07742114696858486,8.748211128588525e-5,0.009353187226068194,-8.27751493659883,1.2577236179605823e-16,-0.09575305707233861,-0.05908923686483111
Cristiani 2020,#2173,Cristiani 2020,hs isk con 90,lsi,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,SD/CI extracted graphically,quad,0.1,160,45,NA,NA,NA,NA,0.8475,0.11972809288723801,BPTB Standard + BPTB Accelerated + HT Standard + HT Accelerated,mixed,NA,NA,NA,NA,0.85,-0.1654644397275317,1.2473626427210948e-4,0.01116853903928842,-14.815226874836972,1.1679426698861292e-49,-0.18735437400446656,-0.14357450545059683
Cristiani 2020,#2173,Cristiani 2020,hs isk con 90,lsi,2,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,SD/CI extracted graphically,quad,4,160,45,NA,NA,NA,NA,0.8454999999999999,0.13084280548974664,BPTB Standard + BPTB Accelerated + HT Standard + HT Accelerated,mixed,NA,NA,NA,NA,0.85,-0.16782711064350217,1.496761103538341e-4,0.01223421882891728,-13.717844432111956,7.939076420293955e-43,-0.19180573892716182,-0.14384848235984252
Cristiani 2020,#2173,Cristiani 2020,hs isk con 90,lsi,3,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quad,6,160,45,NA,NA,NA,NA,0.9179999999999999,0.12056182813194118,BPTB Standard + BPTB Accelerated + HT Standard + HT Accelerated,mixed,NA,NA,NA,NA,0.85,-0.08555788836164667,1.0779889384391956e-4,0.010382624612491755,-8.240487502428675,1.7151038109781597e-16,-0.10590745866712964,-0.0652083180561637
Cristiani 2020,#2173,Cristiani 2020,hs isk con 90,lsi,4,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,SD/CI extracted graphically,quad,8,160,45,NA,NA,NA,NA,0.92125,0.11806928490397427,BPTB Standard + BPTB Accelerated + HT Standard + HT Accelerated,mixed,NA,NA,NA,NA,0.85,-0.08202383547859068,1.0265943776420114e-4,0.01013209937595369,-8.095443247749447,5.70562097790675e-16,-0.10188238534324068,-0.0621652856139407
Cristiani 2020,#2173,Cristiani 2020,hs isk con 90,lsi,5,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,SD/CI extracted graphically,quad,12,160,45,NA,NA,NA,NA,0.935,0.11624235634571863,BPTB Standard + BPTB Accelerated + HT Standard + HT Accelerated,mixed,NA,NA,NA,NA,0.85,-0.06720874969344999,9.660188601908138e-5,0.009828625845919732,-6.838061672817783,8.02718417448134e-12,-0.08647250236897219,-0.047944997017927794
Cristiani 2020,#2173,Cristiani 2020,hs isk con 90,lsi,6,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,SD/CI extracted graphically,quad,24,160,45,NA,NA,NA,NA,0.932,0.11422396597262646,BPTB Standard + BPTB Accelerated + HT Standard + HT Accelerated,mixed,NA,NA,NA,NA,0.85,-0.07042246429654582,9.387774804256304e-5,0.009689053000296936,-7.2682504982053064,3.6417301737992453e-13,-0.08941265922142756,-0.05143226937166408
Cristiani 2020,#2173,Cristiani 2020,single hop,lsi,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,SD/CI extracted graphically,quad,0.1,160,45,NA,NA,NA,NA,0.8105,0.13055733408842543,BPTB Standard + BPTB Accelerated + HT Standard + HT Accelerated,mixed,NA,NA,NA,NA,0.85,-0.21010393780640627,1.621722438898306e-4,0.012734686642781226,-16.49855577133542,3.75772833738848e-61,-0.23506346498066075,-0.18514441063215178
Cristiani 2020,#2173,Cristiani 2020,single hop,lsi,2,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,SD/CI extracted graphically,quad,4,160,45,NA,NA,NA,NA,0.8245,0.1287912679176034,BPTB Standard + BPTB Accelerated + HT Standard + HT Accelerated,mixed,NA,NA,NA,NA,0.85,-0.19297813698248345,1.5250059384929525e-4,0.012349113079460211,-15.626882330801255,4.776062683380892e-55,-0.21718195385923797,-0.16877432010572893
Cristiani 2020,#2173,Cristiani 2020,single hop,lsi,3,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,SD/CI extracted graphically,quad,6,160,45,NA,NA,NA,NA,0.90375,0.114164678034372,BPTB Standard + BPTB Accelerated + HT Standard + HT Accelerated,mixed,NA,NA,NA,NA,0.85,-0.10120250550916254,9.973484318407296e-5,0.009986733359015497,-10.133694559673234,3.915686735137038e-24,-0.12077614321603763,-0.08162886780228745
Cristiani 2020,#2173,Cristiani 2020,single hop,lsi,4,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,SD/CI extracted graphically,quad,8,160,45,NA,NA,NA,NA,0.9357500000000001,0.10665312168323941,BPTB Standard + BPTB Accelerated + HT Standard + HT Accelerated,mixed,NA,NA,NA,NA,0.85,-0.06640693219759862,8.119092491953361e-5,0.00901060069693101,-7.369867385225124,1.7079785303190107e-13,-0.0840673850426549,-0.04874647935254233
Cristiani 2020,#2173,Cristiani 2020,single hop,lsi,5,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,SD/CI extracted graphically,quad,12,160,45,NA,NA,NA,NA,0.9572499999999999,0.10575042471330327,BPTB Standard + BPTB Accelerated + HT Standard + HT Accelerated,mixed,NA,NA,NA,NA,0.85,-0.04369068862473323,7.62769831492711e-5,0.008733669512253775,-5.002558038569356,5.657454157353849e-7,-0.06080836632162613,-0.02657301092784033
Cristiani 2020,#2173,Cristiani 2020,single hop,lsi,6,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,SD/CI extracted graphically,quad,24,160,45,NA,NA,NA,NA,0.97725,0.08127828815733118,BPTB Standard + BPTB Accelerated + HT Standard + HT Accelerated,mixed,NA,NA,NA,NA,0.85,-0.02301277430907291,4.3233237175325255e-5,0.006575198641510784,-3.4999359812170274,4.653699067581485e-4,-0.035899926837630734,-0.010125621780515084
Everhart 2020a,#1852,Everhart 2020a,quad isk con 60,lsi,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,5.998031496062992,508,289,NA,NA,NA,NA,0.7688543307086613,0.18192334374389518,Grade 0-1 cartilage damage + Grade 2-4 cartilage damage,Mixed,NA,NA,NA,NA,0.85,-0.262853754326848,1.1021101885596551e-4,0.010498143590938615,-25.038117649079215,2.3520695163349348e-138,-0.28342973766961765,-0.24227777098407832
Everhart 2020a,#1852,Everhart 2020a,quad isk con 300,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixed,5.998031496062992,508,289,NA,NA,NA,NA,0.8769763779527558,0.1773338693426786,Grade 0-1 cartilage damage + Grade 2-4 cartilage damage,Mixed,NA,NA,NA,NA,0.85,-0.13127522203228068,8.049036139580424e-5,0.008971642067971963,-14.63224023402835,1.7493097976318668e-48,-0.14885931736769017,-0.11369112669687118
